ID,Label,Type,Species,Gene ID,chrom,start,end,Domain,strand,3AA,# of ZNFs cannonical,# of ZNFs,Latin name,Common name,Class,Order,Age (Human),c2h2_dist
172,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015016789,3,104031716.0,104032958.0,,+,YHR-QNR-SNR-QNR-YHR-HNR-NNR-QNR-HNR,9,9,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,111601.0-22.0-22.0-22.0-529.0-22.0-22.0-22.0-22.0
173,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015018279,3,108411241.0,108412522.0,,+,SLR-FNN-NIH-SYN-SGR-NHF-(VSQ),7,7,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,1406063.0-22.0-172.0-22.0-106.0-76.0-445.0
174,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015018296,3,108412543.0,108413359.0,,+,(TRR)-(INL)-(THR)-(KSQ)-HNQ-THR-DAK,7,7,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,22.0-232.0-22.0-22.0-70.0-22.0-13.0
175,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015005640,31,160605.0,162538.0,,+,XXX-SKS-SDY-SDI-QHI-SHS-SNR-SDY-RNI-SHY-SHR-XXX-SKS-HKK,12,14,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,inf-100.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-24.0-22.0-720.0
176,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015005679,31,175769.0,177407.0,,+,WRH-GAY-RLI-WHY-NSR-QNQ-HNL-SCK-SQG-NGR-QGG-GGY-RLI-WHY-NCR-QNQ-HNL-MYR,18,18,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,13232.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-91.0-49.0-22.0-73.0-22.0-22.0-22.0-22.0-22.0-22.0
162,ZBTB18,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015006873,3,34490923.0,34491277.0,,-,SII-CTR-YNR-QDR,4,4,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,360629.0-58.0-22.0-22.0
177,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015005742,31,283385.0,284288.0,,-,RES-RDS-RNE-TER-TAL-YSV-QAS-QYI-RLQ-DYV-HNQ,11,11,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,683671.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0
179,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015005609,31,963631.0,966738.0,SCAN,+,(ARV)-(QAL)-(IHV)-(QAL)-(VHA)-QHR-QNQ-WNQ-ERE-RHR,10,10,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,30845.0-22.0-22.0-22.0-22.0-2226.0-22.0-22.0-22.0-22.0
180,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015005605,31,967958.0,969436.0,,-,SNK-LYK-QSV-HLR,4,4,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,inf-1185.0-22.0-19.0
181,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015001449,33,39445.0,40432.0,KRAB,+,WKQ-RQL-SEL-SNV-RQF-RHY-SNI-SEQ-SNV-SNI-SHQ-SNS,12,12,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,inf-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0
182,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015001454,33,62289.0,63024.0,KRAB,+,CDV-CNR-RHC-SEC-CAV-CNC-TNY-RHC-SSS,9,9,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,21858.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0
183,SP1,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015014838,34,1003501.0,1004609.0,,-,KHA-RER-RHK,3,3,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,282240.0-22.0-887.0
184,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015014847,34,1028742.0,1144344.0,,+,KHA-RER-QNT-EAQ-VNR-HQR-HKR-QHQ-WNQ-QNK-QNK-DEL-KTR,13,13,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,354266.0-22.0-22.0-22.0-22.0-22.0-3951.0-22.0-22.0-22.0-22.0-25.0-19.0
185,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015016948,34,1286848.0,1292769.0,,-,GVV-QNR-RAG-QTE-DMI-DES,6,6,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,441782.0-391.0-22.0-2912.0-2191.0-23.0
186,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015015369,34,1380156.0,1381089.0,,+,DST-SSW-DLK-LAY-HEY-GTC-TLK,7,7,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,207879.0-262.0-22.0-28.0-142.0-22.0-22.0
187,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015000326,35,100868.0,105158.0,,-,SAI-TNV-SHA,3,3,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,inf-22.0-4081.0
188,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015016564,4,8672212.0,8673325.0,,-,SFR-KSN-ELR-HEK-DNT-XXX-NDR-REK-DIG-QEK-DGR-REQ,11,12,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,2759100.0-31.0-124.0-22.0-22.0-22.0-13.0-22.0-22.0-22.0-22.0-22.0
189,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015018835,4,11454840.0,11456469.0,,-,KHA-RER-RHL,3,3,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,690316.0-1408.0-22.0
190,ZBTB33,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015019384,4,16472453.0,16472687.0,,-,CSR-LYK-NIS,3,3,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,407897.0-22.0-22.0
191,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015019367,4,30740899.0,30811914.0,,-,RYR-RSL-RTR-CNQ-MQS-EDA-TMR-TQE-RAC-NEM-TKE-RNL-HVR,13,13,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,70731.0-10398.0-50399.0-1542.0-1548.0-34.0-3264.0-22.0-2826.0-19.0-22.0-22.0-22.0
192,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015004398,4,48720617.0,48730810.0,,-,SEH-RHA-SHK-RNQ-QHR-NER-DNK-KNY-KEK,9,9,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,491689.0-109.0-34.0-22.0-3622.0-4464.0-22.0-22.0-1333.0
178,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015005600,31,932304.0,932787.0,SCAN,+,RHT-HTT-NDK-QNM-YDV-NSR,6,6,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,76838.0-22.0-22.0-22.0-22.0-22.0
193,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015017948,4,53776239.0,53827490.0,,+,SIE-SAK-SQR-RQA-TSR-RTV-(XXX)-STV-KGM-QGE-RYV,10,11,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,569549.0-1653.0-5434.0-1304.0-6661.0-1210.0-22.0-1026.0-12528.0-11496.0-25.0
161,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015007321,3,15063757.0,15066672.0,,+,LMR-DDR-QSS-TDL,4,4,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,647402.0-22.0-2586.0-52.0
159,GZF1,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015019484,3,3386609.0,3401365.0,,-,VQL-SNQ-HDD-SGV-SKD-SSE-RDT-SAF-DKG-TYC-LSQ-QAR-(XXX)-YSK-NNS-RDR-SAL-(XXX)-QMY-SYH-QSQ-QAR-(XXX),20,23,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,529657.0-28.0-22.0-25.0-1994.0-28.0-22.0-25.0-1491.0-618.0-22.0-524.0-22.0-5229.0-28.0-22.0-25.0-22.0-1614.0-575.0-22.0-754.0-22.0
129,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015025624,27,4862654.0,4862897.0,,+,KHA-RER-RHK,3,3,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,405518.0-22.0-22.0
130,IKZF3,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015026731,27,5411338.0,5422151.0,,-,SVV-QNR-RAG-XXX-DMI-DES,5,6,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,536036.0-663.0-22.0-1383.0-8344.0-22.0
131,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015021323,28,1729667.0,1732074.0,,-,SED-SDA-SEL,3,3,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,12178.0-203.0-2005.0
132,KLF2,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015021705,28,4393892.0,4394481.0,,-,KHA-RER-RHL,3,3,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,301362.0-368.0-22.0
133,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015003930,29,72715.0,73447.0,KRAB,+,ISN-RQR-RHC-SDQ-REL-RNR-SEQ-RHC-RHT,9,9,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,inf-22.0-22.0-22.0-22.0-22.0-19.0-22.0-22.0
134,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015003983,29,89454.0,90442.0,KRAB,-,ISN-SHC-SHC-(XXX)-SEL-RVL-SEL-(RHC)-(XXX)-(REL)-(NEQ),9,11,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,13127.0-106.0-22.0-25.0-22.0-23.0-22.0-22.0-22.0-22.0-22.0
135,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015004016,29,99756.0,100407.0,KRAB,+,WHV-SNV-RHS-HAS-SAS-RHY-SNR-SRS,8,8,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,26310.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0
136,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015004356,29,103568.0,105833.0,KRAB,-,ISN-QKR-REL-REH-SEL-SEQ-SEV-REQ-RHI-LEK-RHC-RDQ-XXX-REL-SHC-CHT-(XXX),15,17,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,26927.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-25.0-22.0-22.0-22.0-868.0
137,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015003923,29,114303.0,116735.0,KRAB,+,ISN-XXX-SNC-SEV-SEL-RHF-REK-RHC-IEL-RHC-RDQ-XXX-XXX-SDQ-RHC-SAR-RHT-QET-XXX-QVK,16,20,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,13897.0-109.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-25.0-22.0-11.0-22.0-22.0-22.0-596.0-229.0-22.0
138,,.,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,2083,29,132759.0,133494.0,KRAB,-,(ISN)-(RKR)-(REL)-(SQH)-(SEL)-(RHC)-(XXX)-(REL)-(REQ),8,9,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,13467.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0
139,,.,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,2084,29,142716.0,143367.0,KRAB,+,(WHV)-(SNV)-(RHS)-(RAS)-(SAS)-(RHY)-(SNR)-(SRS),8,8,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,25919.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0
140,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015004355,29,146960.0,149813.0,KRAB,-,ISN-XXX-RHC-SNC-SEV-SEL-RHF-IEL-RHC-SAR-RHI-XXX-QET-XXX-(XXX),11,15,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,14833.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-512.0-22.0-229.0-930.0
141,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015004021,29,164645.0,165295.0,KRAB,-,WHV-SNV-RHS-XXX-SAS-RHY-SNR-SRS,7,8,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,36873.0-22.0-22.0-24.0-22.0-22.0-22.0-22.0
142,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015003923,29,174558.0,177830.0,KRAB,+,ISN-SNR-SNC-RDQ-REL-RHY-SHC-TEL-SNC-REQ-RHT,11,11,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,14455.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0
160,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015019630,3,3931021.0,3931501.0,,-,CNS-RYK-SSR-SGR,4,4,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,1740990.0-148.0-58.0-19.0
143,,.,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,2090,29,181733.0,183990.0,KRAB,+,(ISN)-(QKR)-(REL)-(REH)-(SEL)-(SEQ)-(SEV)-(REQ)-(RHI)-(IEK)-(RHC)-(RDQ)-(XXX)-(REL)-(XXX)-(CHT)-(XXX),14,17,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,6273.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-25.0-22.0-22.0-20.0-868.0
145,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015004358,29,202167.0,202818.0,KRAB,-,WHV-SNV-RHS-HAS-SAS-RHY-SNR-SRS,8,8,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,6209.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0
146,,.,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,2093,29,209026.0,209677.0,KRAB,-,(ISN)-(SNR)-(SNC)-(RDQ)-(REL)-(RHY)-(SEQ)-(RHT),8,8,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,33510.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0
147,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015004256,29,218860.0,219448.0,KRAB,+,XXX-WNC-IYL-RHH-SNV-SHQ-KHF-SRS,7,8,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,21003.0-10.0-22.0-22.0-22.0-22.0-22.0-22.0
148,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015004107,29,232749.0,235521.0,KRAB,+,(RHC)-XXX-QET-XXX-QVK,3,5,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,22.0-512.0-22.0-229.0-22.0
149,,.,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,2097,29,250614.0,251517.0,KRAB,+,(ISN)-(SNR)-(SNC)-(RDR)-(REL)-(RHY)-(SHC)-(TEL)-(SNC)-(REQ)-(RHT),11,11,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,16605.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0
150,,.,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,2098,29,257837.0,258572.0,KRAB,+,(WHV)-(SNV)-(RHS)-(XXX)-(SAS)-(RHY)-(SNR)-(SNR)-(SRS),8,9,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,6321.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0
151,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015004216,29,262151.0,264416.0,KRAB,-,ISN-QKR-REL-REH-SEL-SEQ-SEV-REQ-RHI-LEK-RHC-RDQ-XXX-REL-SHC-CHT-(XXX),15,17,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,19463.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-25.0-22.0-22.0-22.0-868.0
152,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015003969,29,274028.0,276524.0,KRAB,+,ISN-XXX-RHC-SNC-SEV-SEL-RHF-REK-RHC-XXX-RHC-RDQ-KEL-XXX-XXX-RHC-SAR-RHT-XXX-QET-XXX-QVK,16,22,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,15457.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-11.0-22.0-22.0-22.0-512.0-22.0-230.0-22.0
153,,.,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,2101,29,283878.0,286491.0,KRAB,-,(ISN)-(RHC)-(SNC)-(REL)-(SEQ)-(SDQ)-(SAR)-(RHT)-(QET)-(XXX)-(QVK)-(XXX),10,12,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,16613.0-106.0-22.0-22.0-22.0-22.0-22.0-22.0-593.0-229.0-22.0-777.0
154,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015004289,29,303103.0,303754.0,KRAB,-,RNN-WEK-SGY-SNR-IHR-SDV-SDY-NHR,8,8,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,41792.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0
155,,.,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,2103,29,313568.0,314219.0,KRAB,+,(RNN)-(WEK)-(SGY)-(SNR)-(IHR)-(SDV)-(SDY)-(NHR),8,8,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,37045.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0
156,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015004323,29,333615.0,336098.0,KRAB,+,SHC-SHC-SNC-SEL-SEQ-SEQ-RDQ-IEL-RVL-SEL-RHF-SEK-RHC-IEL-SDQ-RHC-IEQ-RHC-RER-HHS-QET-XXX,21,22,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,13472.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-473.0-230.0
157,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015004343,29,345545.0,347309.0,,-,IRN-(XXX)-SEL-SEQ-SDQ-XXX-SEQ-XXX-HHS-(XXX)-(QET)-(XXX)-(QVK),8,13,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,inf-25.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-517.0-22.0-229.0-22.0
158,BCL11A,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015018568,3,1905112.0,1907053.0,,-,SFQ-FNV-QKR-NNV-QKR-VTK,6,6,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,1479557.0-556.0-22.0-934.0-22.0-28.0
144,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015004107,29,196221.0,197795.0,KRAB,+,XXX-RQR-RYC-SEQ-SEV-RHC-SAR-HHT-(QET)-(XXX)-(QVK),9,11,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,12232.0-22.0-22.0-22.0-22.0-22.0-22.0-22.0-552.0-229.0-22.0
194,KLF3,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015006395,4,69036888.0,69038245.0,,-,KHA-RER-RHL,3,3,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,164044.0-1136.0-22.0
195,,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015009847,4,77744561.0,77759966.0,,-,DQK-TER-RYK-DES-RQL,5,5,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,523791.0-19.0-22.0-2458.0-12592.0
196,ZBTB49,protein_coding,Gallus_gallus_gca016700215v2.bGalGal1.pat.whiteleghornlayer.GRCg7w.108,ENSGALG00015009099,4,78049510.0,78060756.0,,+,HNL-MKK-RVR,3,3,Gallus gallus gca016700215v2,Red junglefowl,Aves,Galliformes,319.0,63357.0-9005.0-22.0
